Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2555396,Mitotic Metaphase and Anaphase,7,211,0.014809096,0.997205764,,0.997205764,7,12,9.75E-04,9606,Homo sapiens,Cenpp;Nde1;Pttg1;Ube2d1;Stag2;Psmb9;Ppp2r5a,,R-HSA-174144;R-HSA-2467798;R-HSA-2467809;R-HSA-2545203;R-HSA-2467811;R-HSA-174202;R-HSA-174121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-375276,Peptide ligand-binding receptors,7,211,0.014809096,0.997205764,,0.997205764,7,76,0.006174846,9606,Homo sapiens,Xk;Ednrb;Ccrl2;C3ar1;Ackr3;Ccr5;Apln,,R-HSA-373061;R-HSA-444647;R-HSA-374214;R-HSA-374337;R-HSA-5694082;R-HSA-388560;R-HSA-3296301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-913531,Interferon Signaling,17,392,0.027512633,0.997408857,,0.997408857,30,66,0.005362366,9606,Homo sapiens,Sumo1;Oas3;Eif2ak2;Usp18;Trim25;Ube2l6;Jak2;Xaf1;Cd44;Kpna3;Ifit3,,R-HSA-873924;R-HSA-8985091;R-HSA-873927;R-HSA-873926;R-HSA-8985157;R-HSA-873921;R-HSA-873922;R-HSA-877269;R-HSA-1015702;R-HSA-1015699;R-HSA-1678841;R-HSA-912685;R-HSA-1169395;R-HSA-1678843;R-HSA-1169394;R-HSA-1678842;R-HSA-1169398;R-HSA-1169403;R-HSA-1176059;R-HSA-1031716;R-HSA-1169402;R-HSA-1169405;R-HSA-877281;R-HSA-1169404;R-HSA-1031713;R-HSA-1169406;R-HSA-877308;R-HSA-873919;R-HSA-873918;R-HSA-909552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-204005,COPII-mediated vesicle transport,1,77,0.005404267,0.997584484,,0.997584484,1,16,0.001299968,9606,Homo sapiens,Ppp6r3,,R-HSA-5694421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5687128,MAPK6/MAPK4 signaling,2,106,0.007439641,0.997688939,,0.997688939,2,40,0.003249919,9606,Homo sapiens,Cdk1;Psmb9,,R-HSA-5692755;R-HSA-5687112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2871837,FCERI mediated NF-kB activation,5,175,0.012282426,0.99777885,,0.99777885,4,19,0.001543711,9606,Homo sapiens,Lyn;Fcer1g;Ube2d1;Psmb9;Pdk1,,R-HSA-202534;R-HSA-5607728;R-HSA-5607724;R-HSA-2730882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,7,218,0.015300393,0.998070915,,0.998070915,14,48,0.003899903,9606,Homo sapiens,Rab9;Man1a2;Racgap1;Rab39;Vps54;Galnt1;Capza2,,R-HSA-6811431;R-HSA-8849350;R-HSA-8849348;R-HSA-6811426;R-HSA-6814671;R-HSA-6814670;R-HSA-8849353;R-HSA-8849748;R-HSA-8847635;R-HSA-6814675;R-HSA-6814674;R-HSA-6811423;R-HSA-6814682;R-HSA-8847544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-73894,DNA Repair,15,367,0.025758001,0.998253506,,0.998253506,111,326,0.026486838,9606,Homo sapiens,Cds1;Bivm;Sumo1;Cetn2;Trim25;Bard1;Wrn;Xrcc3;Tdp2;Msh3;Hist2h2be;Atm;Ube2l6;Pot1a,,R-HSA-69891;R-HSA-5684052;R-HSA-5683792;R-HSA-5685341;R-HSA-5683801;R-HSA-5685319;R-HSA-5358919;R-HSA-5685838;R-HSA-5686900;R-HSA-5690996;R-HSA-5686642;R-HSA-5684081;R-HSA-5693566;R-HSA-5691006;R-HSA-5693564;R-HSA-5691004;R-HSA-5682044;R-HSA-9629372;R-HSA-5691000;R-HSA-5693561;R-HSA-9629373;R-HSA-5693542;R-HSA-6790487;R-HSA-5684071;R-HSA-5693540;R-HSA-5690213;R-HSA-5693539;R-HSA-5693536;R-HSA-5690990;R-HSA-5693551;R-HSA-5690991;R-HSA-5690988;R-HSA-5693549;R-HSA-5683735;R-HSA-5682967;R-HSA-5682965;R-HSA-5683986;R-HSA-5685011;R-HSA-5358619;R-HSA-6790454;R-HSA-5689861;R-HSA-6782211;R-HSA-5686578;R-HSA-5682992;R-HSA-5683774;R-HSA-5682983;R-HSA-6782224;R-HSA-5358545;R-HSA-5686483;R-HSA-5683930;R-HSA-5686469;R-HSA-5682629;R-HSA-9629195;R-HSA-5683405;R-HSA-6782204;R-HSA-5683967;R-HSA-5653756;R-HSA-5683964;R-HSA-9629497;R-HSA-5653754;R-HSA-9629216;R-HSA-5689317;R-HSA-5685985;R-HSA-5683425;R-HSA-6782943;R-HSA-9629483;R-HSA-5685994;R-HSA-5684887;R-HSA-5693589;R-HSA-5684882;R-HSA-5693584;R-HSA-5696670;R-HSA-5693598;R-HSA-5693599;R-HSA-5682588;R-HSA-5686685;R-HSA-5682586;R-HSA-5444511;R-HSA-5696664;R-HSA-5693593;R-HSA-5659781;R-HSA-5683077;R-HSA-5684096;R-HSA-5686657;R-HSA-5693583;R-HSA-5696655;R-HSA-5684108;R-HSA-5693580;R-HSA-6782141;R-HSA-5686410;R-HSA-5693578;R-HSA-5684875;R-HSA-6782138;R-HSA-5358513;R-HSA-5358512;R-HSA-5693620;R-HSA-5686704;R-HSA-5358519;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5685156;R-HSA-5693602;R-HSA-5682607;R-HSA-5682863;R-HSA-5684140;R-HSA-5693612;R-HSA-5682858;R-HSA-5693608;R-HSA-5686440;R-HSA-5693609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1236977,Endosomal/Vacuolar pathway,1,82,0.005755194,0.998368511,,0.998368511,1,4,3.25E-04,9606,Homo sapiens,Ctss,,R-HSA-1236948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1222556,ROS and RNS production in phagocytes,1,82,0.005755194,0.998368511,,0.998368511,1,45,0.003656159,9606,Homo sapiens,Atp6v0e,,R-HSA-1222516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-166786,Creation of C4 and C2 activators,2,111,0.007790567,0.998374113,,0.998374113,2,8,6.50E-04,9606,Homo sapiens,C1qb,,R-HSA-173626;R-HSA-173631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8878171,Transcriptional regulation by RUNX1,9,261,0.01831836,0.998462825,,0.998462825,40,132,0.010724732,9606,Homo sapiens,Kat2b;Hist2h2be;Thbs1;Bmi1;Psmb9;Ctso;Foxp2,,R-HSA-8936584;R-HSA-8938121;R-HSA-8937097;R-HSA-8937037;R-HSA-8877391;R-HSA-8865546;R-HSA-8937989;R-HSA-8877192;R-HSA-8937113;R-HSA-8937050;R-HSA-8877396;R-HSA-8865491;R-HSA-8936989;R-HSA-8937118;R-HSA-8957265;R-HSA-8936979;R-HSA-8865498;R-HSA-9006422;R-HSA-8936599;R-HSA-8936616;R-HSA-8877414;R-HSA-8877348;R-HSA-8936621;R-HSA-8877345;R-HSA-8865505;R-HSA-8936608;R-HSA-8936481;R-HSA-8877421;R-HSA-8936995;R-HSA-8877879;R-HSA-8937016;R-HSA-8877493;R-HSA-8935740;R-HSA-8877490;R-HSA-8937022;R-HSA-8935730;R-HSA-8877884;R-HSA-8935731;R-HSA-8936628;R-HSA-8877369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-112315,Transmission across Chemical Synapses,14,353,0.024775407,0.998507015,,0.998507015,24,160,0.012999675,9606,Homo sapiens,Prkar2b;Sat1;Gabra4;Rasgrf2;Cacna2d1;Glrb;Gabrb3;Rps6ka2;Naaa;Gnai1;Ppm1e;Kif17;Glul;Pdk1,,R-HSA-975340;R-HSA-442724;R-HSA-212614;R-HSA-8951727;R-HSA-170666;R-HSA-8856398;R-HSA-442732;R-HSA-392206;R-HSA-170671;R-HSA-442760;R-HSA-6803753;R-HSA-70606;R-HSA-170674;R-HSA-9619843;R-HSA-9610627;R-HSA-975389;R-HSA-9029434;R-HSA-9619430;R-HSA-111925;R-HSA-442739;R-HSA-9620004;R-HSA-210420;R-HSA-9610408;R-HSA-170686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,2,113,0.007930938,0.998588167,,0.998588167,2,14,0.001137472,9606,Homo sapiens,Bag4;Atm,,R-HSA-3371567;R-HSA-5252079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-212165,Epigenetic regulation of gene expression,3,139,0.009755755,0.998674868,,0.998674868,21,34,0.002762431,9606,Homo sapiens,Kat2b;Hist2h2be,,R-HSA-5334097;R-HSA-427527;R-HSA-5334160;R-HSA-5334099;R-HSA-5250930;R-HSA-212263;R-HSA-5334164;R-HSA-5250938;R-HSA-5227490;R-HSA-212269;R-HSA-433672;R-HSA-427528;R-HSA-427336;R-HSA-427337;R-HSA-427383;R-HSA-5334179;R-HSA-5334151;R-HSA-5334152;R-HSA-427514;R-HSA-212222;R-HSA-212252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8956319,Nucleobase catabolism,3,139,0.009755755,0.998674868,,0.998674868,3,58,0.004712382,9606,Homo sapiens,Upp2;Adprm;Nt5c3,,R-HSA-5696049;R-HSA-109449;R-HSA-74376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),1,85,0.00596575,0.998710861,,0.998710861,5,16,0.001299968,9606,Homo sapiens,Bivm,,R-HSA-6782211;R-HSA-6782224;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-211897,Cytochrome P450 - arranged by substrate type,5,185,0.012984278,0.998760344,,0.998760344,9,61,0.004956126,9606,Homo sapiens,Cyp2u1;Cyp1a1;Cyp4b1;Cyp4f39;Cyp39a1,,R-HSA-192178;R-HSA-211873;R-HSA-5602295;R-HSA-76466;R-HSA-215526;R-HSA-211924;R-HSA-211962;R-HSA-76472;R-HSA-211960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-611105,Respiratory electron transport,2,115,0.008071308,0.998774377,,0.998774377,6,19,0.001543711,9606,Homo sapiens,Cox7a2l;Tmem126b,,R-HSA-6799202;R-HSA-6799199;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179;R-HSA-163214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-211859,Biological oxidations,25,545,0.038250983,0.998776752,,0.998776752,27,188,0.015274618,9606,Homo sapiens,Cyb5r3;Nqo2;Sult2b1;Cyp2u1;Sult1c2;Fmo2;Bpnt1;Sat1;Cyp4f39;Cyp39a1;Gstm1;Gstm2;Adh1;Cmbl;Cyp1a1;Ephx1;Cyp4b1;Cbr3,,R-HSA-8937419;R-HSA-176646;R-HSA-176517;R-HSA-176585;R-HSA-8936519;R-HSA-211924;R-HSA-176474;R-HSA-71707;R-HSA-176606;R-HSA-176669;R-HSA-211873;R-HSA-5602295;R-HSA-176609;R-HSA-215526;R-HSA-427555;R-HSA-217258;R-HSA-6786190;R-HSA-5694077;R-HSA-176494;R-HSA-192178;R-HSA-8936442;R-HSA-76466;R-HSA-176054;R-HSA-176631;R-HSA-211962;R-HSA-76472;R-HSA-211960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,2,116,0.008141494,0.998858174,,0.998858174,31,43,0.003493663,9606,Homo sapiens,Hist2h2be,,R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5619507,Activation of HOX genes during differentiation,2,116,0.008141494,0.998858174,,0.998858174,31,43,0.003493663,9606,Homo sapiens,Hist2h2be,,R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-211000,Gene Silencing by RNA,2,117,0.008211679,0.998936311,,0.998936311,1,36,0.002924927,9606,Homo sapiens,Hist2h2be,,R-HSA-5578742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-983169,Class I MHC mediated antigen processing & presentation,20,465,0.032636159,0.998937006,,0.998937006,11,48,0.003899903,9606,Homo sapiens,Fbxo32;Narf;Ube2q2;Fbxo27;Rnf182;Znrf2;Herc6;Ctss;Erap1;Dtx3l;Nedd4l;Ube2d1;Cul3;Ube2g1;Ube2l6;Asb3;Psmb9;Klhl42;Fbxl20;Tlr2,,R-HSA-8863895;R-HSA-983150;R-HSA-983147;R-HSA-1236935;R-HSA-1236948;R-HSA-1236970;R-HSA-983158;R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-983152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5654738,Signaling by FGFR2,1,88,0.006176305,0.998981423,,0.998981423,2,46,0.003737407,9606,Homo sapiens,Braf,,R-HSA-1295634;R-HSA-1295604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-877300,Interferon gamma signaling,8,250,0.017546322,0.99899763,,0.99899763,13,15,0.00121872,9606,Homo sapiens,Sumo1;Oas3;Trim25;Jak2;Cd44,,R-HSA-873924;R-HSA-873927;R-HSA-1031716;R-HSA-873926;R-HSA-877281;R-HSA-873921;R-HSA-1031713;R-HSA-873922;R-HSA-877308;R-HSA-873919;R-HSA-873918;R-HSA-877269;R-HSA-909552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5673001,RAF/MAP kinase cascade,10,290,0.020353734,0.999070645,,0.999070645,23,39,0.003168671,9606,Homo sapiens,Ret;Rasgrf2;Egf;Rasa1;Cul3;Braf;Ranbp9;Psmb9;Jak2;Ppp2r5a,,R-HSA-5672950;R-HSA-5658231;R-HSA-5672951;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5658430;R-HSA-5675198;R-HSA-5674140;R-HSA-5672957;R-HSA-5658424;R-HSA-5675417;R-HSA-5672966;R-HSA-5675431;R-HSA-5672965;R-HSA-5658435;R-HSA-5672960;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5675433;R-HSA-5672969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-983705,Signaling by the B Cell Receptor (BCR),5,191,0.01340539,0.999130736,,0.999130736,17,43,0.003493663,9606,Homo sapiens,Lyn;Syk;Psmb9;Itpr2;Vav1,,R-HSA-9606162;R-HSA-9606163;R-HSA-2076220;R-HSA-1168376;R-HSA-1112666;R-HSA-9606883;R-HSA-1168640;R-HSA-169683;R-HSA-983709;R-HSA-169680;R-HSA-983707;R-HSA-9606151;R-HSA-9606887;R-HSA-983703;R-HSA-5690702;R-HSA-983700;R-HSA-9606159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",3,146,0.010247052,0.999164563,,0.999164563,10,29,0.002356191,9606,Homo sapiens,Cox7a2l;Tmem126b;Ucp2,,R-HSA-166387;R-HSA-166214;R-HSA-6799202;R-HSA-6799199;R-HSA-170026;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179;R-HSA-163214;R-HSA-166220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8856688,Golgi-to-ER retrograde transport,3,148,0.010387423,0.999268288,,0.999268288,5,18,0.001462463,9606,Homo sapiens,Racgap1;Galnt1;Capza2,,R-HSA-8849350;R-HSA-8849348;R-HSA-6811426;R-HSA-6811423;R-HSA-8849353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),1,93,0.006527232,0.999312242,,0.999312242,1,14,0.001137472,9606,Homo sapiens,Psmb9,,R-HSA-1168640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,1,93,0.006527232,0.999312242,,0.999312242,1,26,0.002112447,9606,Homo sapiens,Psmb9,,R-HSA-450466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),2,124,0.008702976,0.99935353,,0.99935353,4,5,4.06E-04,9606,Homo sapiens,Gdpd1;Upf3b,,R-HSA-927836;R-HSA-927832;R-HSA-927813;R-HSA-927889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-927802,Nonsense-Mediated Decay (NMD),2,124,0.008702976,0.99935353,,0.99935353,4,6,4.87E-04,9606,Homo sapiens,Gdpd1;Upf3b,,R-HSA-927836;R-HSA-927832;R-HSA-927813;R-HSA-927889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
