Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,Pathway name short
R-HSA-1280215,Cytokine Signaling in Immune system,51,1261,0.08850365,0.999999991,,0.999999991,64,699,0.05679233,9606,Homo sapiens,App;Klb;Bola2;Ptprz1;Rpn1;Hsp90b1;Trim46;Irs2;Sec13;Pomc;Gdnf;Ndn;Wdr83;Gfra1;Grin1;Gfra3;Dusp10;Psmb5;Col1a2;Psmb4;Nfkbib;Rasgef1a;Psmb6;Cnksr1;Trim35;Fgfr3;Fgfr1;Stx1a;Lama5;Map2k2;Rplp0;Rpl13a;Bcl2;Flna;Ptpn23;Tnfrsf12a;Flnb;Tln1;Spred3,,R-HSA-6785895;R-HSA-109699;R-HSA-6786789;R-HSA-6789615;R-HSA-9604767;R-HSA-8981657;R-HSA-5658438;R-HSA-9604738;R-HSA-9606784;R-HSA-5658435;R-HSA-9607301;R-HSA-9605259;R-HSA-9607304;R-HSA-5658231;R-HSA-5675376;R-HSA-209061;R-HSA-5674366;R-HSA-9609274;R-HSA-8985123;R-HSA-9607224;R-HSA-1031716;R-HSA-1031713;R-HSA-6789960;R-HSA-5668454;R-HSA-1168423;R-HSA-8950322;R-HSA-5675373;R-HSA-8950344;R-HSA-5674132;R-HSA-5672980;R-HSA-9645137;R-HSA-5674130;R-HSA-5672978;R-HSA-5669023;R-HSA-9606622;R-HSA-168140;R-HSA-8983003;R-HSA-5672965;R-HSA-5674373;R-HSA-9645126;R-HSA-5674496;R-HSA-5668481;R-HSA-8854736;R-HSA-9630923;R-HSA-5672972;R-HSA-449117;R-HSA-5672973;R-HSA-9645134;R-HSA-5672969;R-HSA-5676598;R-HSA-5668534;R-HSA-168166;R-HSA-5607731;R-HSA-1169398;R-HSA-5668414;R-HSA-5658430;R-HSA-1176059;R-HSA-5658424;R-HSA-6790025;R-HSA-6790038;R-HSA-9606624;R-HSA-9008894;R-HSA-9604969;R-HSA-5668520,Cytokine Signaling in Immune system
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,3,316,0.022178551,0.999999996,,0.999999996,3,43,0.003493663,9606,Homo sapiens,Col1a2;Col1a1;Cd81,,R-HSA-5696356;R-HSA-5696357;R-HSA-199518,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
R-HSA-556833,Metabolism of lipids,58,1445,0.101417743,1,,1,129,943,0.076616835,9606,Homo sapiens,Fdps;Fads2;Mfsd2a;Hsd17b7;Mvk;Mecr;Mid1ip1;Plin3;Ocrl;Osbpl6;Sec24d;Inpp5j;Tmem86b;Ung;Sqle;Hsd3b7;Pomc;Sec16a;Fkbp11;Fasn;Scd2;Scd1;Acot12;Pi4k2a;Elovl6;Cyp51;Ptgr1;Ache;Acox2;Pitpnm1;Pik3c2g;Ptges;Lss;Agt;Tm7sf2;Srebf2;Ugt1a1;Cyp3a13;Ugt8a;Bcl2;Mvd;Mtmr4;Slc27a2;Msmo1;Agpat4;Srebf1,,R-HSA-1655833;R-HSA-2426149;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-1655835;R-HSA-1655834;R-HSA-2426150;R-HSA-389889;R-HSA-1655837;R-HSA-389632;R-HSA-2426144;R-HSA-1655836;R-HSA-2426147;R-HSA-1655839;R-HSA-2426146;R-HSA-1655825;R-HSA-2426157;R-HSA-1655824;R-HSA-2426156;R-HSA-1655827;R-HSA-1675795;R-HSA-1655826;R-HSA-2426158;R-HSA-2426153;R-HSA-1655828;R-HSA-2426152;R-HSA-1655831;R-HSA-2426155;R-HSA-2426154;R-HSA-1655830;R-HSA-2426164;R-HSA-2426161;R-HSA-2426160;R-HSA-2426163;R-HSA-1655823;R-HSA-2426162;R-HSA-193816;R-HSA-1675780;R-HSA-372519;R-HSA-1675836;R-HSA-1675824;R-HSA-193064;R-HSA-193070;R-HSA-1655849;R-HSA-1655848;R-HSA-2065966;R-HSA-1655851;R-HSA-193073;R-HSA-1655850;R-HSA-1655852;R-HSA-1676065;R-HSA-1655843;R-HSA-1655842;R-HSA-1655845;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846;R-HSA-191299;R-HSA-8874435;R-HSA-191303;R-HSA-194632;R-HSA-75851;R-HSA-192335;R-HSA-1676105;R-HSA-194641;R-HSA-1676109;R-HSA-191322;R-HSA-193369;R-HSA-8847579;R-HSA-428123;R-HSA-1989758;R-HSA-1676152;R-HSA-75872;R-HSA-192097;R-HSA-8848355;R-HSA-9027043;R-HSA-75885;R-HSA-194669;R-HSA-194674;R-HSA-1675883;R-HSA-1676141;R-HSA-194678;R-HSA-193401;R-HSA-1676185;R-HSA-1675928;R-HSA-194689;R-HSA-191366;R-HSA-194698;R-HSA-1676177;R-HSA-2046099;R-HSA-2046097;R-HSA-2046096;R-HSA-1989774;R-HSA-2065550;R-HSA-193424;R-HSA-2065549;R-HSA-5690565;R-HSA-2161844;R-HSA-191380;R-HSA-2046084;R-HSA-469659;R-HSA-2065539;R-HSA-8952873;R-HSA-163756;R-HSA-191414;R-HSA-1675949;R-HSA-193727;R-HSA-2161567;R-HSA-5655955;R-HSA-548814;R-HSA-193743;R-HSA-1675988;R-HSA-193997;R-HSA-6800052;R-HSA-8867667;R-HSA-2161660;R-HSA-8876889;R-HSA-1675974;R-HSA-8865637;R-HSA-200423;R-HSA-6785933;R-HSA-5690043;R-HSA-389622;R-HSA-2317531;R-HSA-2317530;R-HSA-8866941;R-HSA-8869241;R-HSA-193789,Metabolism of lipids
R-HSA-211859,Biological oxidations,9,545,0.038250983,1,,1,17,188,0.015274618,9606,Homo sapiens,Cyb5b;Ugt1a1;Pomc;Cyp3a13;Mat2a;Chac1;Papss1;Cyp51,,R-HSA-5423664;R-HSA-174916;R-HSA-211882;R-HSA-5423672;R-HSA-156526;R-HSA-211948;R-HSA-193997;R-HSA-6785928;R-HSA-174931;R-HSA-8936442;R-HSA-9632038;R-HSA-213175;R-HSA-194678;R-HSA-9632039;R-HSA-174389;R-HSA-174392;R-HSA-5603114,Biological oxidations
R-HSA-418555,G alpha (s) signalling events,11,605,0.0424621,1,,1,11,18,0.001462463,9606,Homo sapiens,Reep1;Adora2a;Vipr1;Pomc;Reep2;Gnas;Gcg;Adcy8;Adrb1;Adcy5,,R-HSA-379044;R-HSA-381750;R-HSA-163617;R-HSA-392129;R-HSA-8964252;R-HSA-8964287;R-HSA-744887;R-HSA-744886;R-HSA-8964278;R-HSA-751013;R-HSA-164381,G alpha (s) signalling events
R-HSA-381753,Olfactory Signaling Pathway,2,432,0.030320045,1,,1,1,2,1.62E-04,9606,Homo sapiens,Reep1;Reep2,,R-HSA-381750,Olfactory Signaling Pathway
R-HSA-388396,GPCR downstream signalling,42,1358,0.095311623,1,,1,55,257,0.020880728,9606,Homo sapiens,App;Tiam1;Hcar1;Reep1;Ghsr;Adora2a;Lrp1;Aldh4a1;Reep2;Arhgef1;Ffar4;Lpl;Lrp8;Vipr1;Pomc;Trpc7;Ttr;Pnoc;Gpc1;Npy;Gnas;Oprl1;Adcy8;Adrb1;Adcy5;Adra1a;Edn3;Gper1;Gcg;Agt;Pyy;Rbp4;Gal;Sstr2;Sstr1;Sst;Avpr1b;Guca1b;Tacr3;Itpr1,,R-HSA-167427;R-HSA-2404134;R-HSA-749448;R-HSA-2404135;R-HSA-74885;R-HSA-749454;R-HSA-392064;R-HSA-749452;R-HSA-2404131;R-HSA-167429;R-HSA-392206;R-HSA-112271;R-HSA-8964252;R-HSA-749456;R-HSA-164381;R-HSA-751019;R-HSA-379044;R-HSA-163617;R-HSA-139941;R-HSA-170666;R-HSA-112042;R-HSA-380073;R-HSA-379048;R-HSA-170671;R-HSA-751013;R-HSA-170674;R-HSA-170672;R-HSA-381750;R-HSA-170676;R-HSA-170677;R-HSA-8964287;R-HSA-751027;R-HSA-111930;R-HSA-744887;R-HSA-170686;R-HSA-744886;R-HSA-751029;R-HSA-8964278;R-HSA-170685;R-HSA-2453863;R-HSA-392129;R-HSA-139854;R-HSA-2423785;R-HSA-2453876;R-HSA-169683;R-HSA-169680;R-HSA-419166;R-HSA-2586748;R-HSA-2395768;R-HSA-426209;R-HSA-2429643;R-HSA-114544;R-HSA-167408;R-HSA-114548;R-HSA-167419,GPCR downstream signalling
R-HSA-212436,Generic Transcription Pathway,51,1525,0.107032566,1,,1,84,811,0.065892103,9606,Homo sapiens,Tnks1bp1;Rpn1;Tceb2;Ihh;Polr2f;Nelfe;Mtor;Bysl;Mamld1;Cox6a1;Hdac4;Pomc;Setd1b;Npy;Pms2;Slc2a3;Grin1;Psmb5;Mbd3;Psmb4;Plk3;Psmb6;Col1a1;Plagl1;Cbx4;Trp53;Supt5;Rbm42;Stub1;Klf4;Tm7sf2;Hist1h4i;Zfp324;Zbtb16;Sst;Kmt2b;Notch2;Dna2;Nr4a2;Srebf1;Nr4a1,,R-HSA-8936584;R-HSA-8937097;R-HSA-9623059;R-HSA-6799332;R-HSA-212356;R-HSA-8878220;R-HSA-163214;R-HSA-8937989;R-HSA-6803946;R-HSA-8952069;R-HSA-9625346;R-HSA-1980047;R-HSA-8937113;R-HSA-8939801;R-HSA-8985627;R-HSA-6802165;R-HSA-9009309;R-HSA-382096;R-HSA-8936989;R-HSA-9009308;R-HSA-8937118;R-HSA-8878237;R-HSA-8936979;R-HSA-6802170;R-HSA-8936599;R-HSA-8936616;R-HSA-8878243;R-HSA-8985644;R-HSA-8936621;R-HSA-8936608;R-HSA-8936481;R-HSA-8936995;R-HSA-9625406;R-HSA-8865320;R-HSA-8937016;R-HSA-9623072;R-HSA-8935740;R-HSA-8937022;R-HSA-380979;R-HSA-8878257;R-HSA-6803935;R-HSA-8935730;R-HSA-8935731;R-HSA-6798044;R-HSA-8936628;R-HSA-8878266;R-HSA-6797606;R-HSA-6805285;R-HSA-8937037;R-HSA-975040;R-HSA-9008326;R-HSA-8952408;R-HSA-8937050;R-HSA-9008475;R-HSA-9625409;R-HSA-8865491;R-HSA-9622980;R-HSA-9021919;R-HSA-9022175;R-HSA-9622981;R-HSA-6797616;R-HSA-3239014;R-HSA-8957265;R-HSA-9009362;R-HSA-8865498;R-HSA-6806405;R-HSA-9022186;R-HSA-9021935;R-HSA-376419;R-HSA-8865505;R-HSA-9008110;R-HSA-9018594;R-HSA-350058;R-HSA-6806408;R-HSA-9021946;R-HSA-6805650;R-HSA-9021948;R-HSA-8952062;R-HSA-6797712;R-HSA-4396347;R-HSA-6802973;R-HSA-8938867;R-HSA-6795290;R-HSA-9625324,Generic Transcription Pathway
R-HSA-73857,RNA Polymerase II Transcription,58,1664,0.116788321,1,,1,138,872,0.070848229,9606,Homo sapiens,Tnks1bp1;Rpn1;Tceb2;Ihh;Polr2f;Snrpb;Nelfe;Mtor;Bysl;Mamld1;Cox6a1;Hdac4;Pomc;Ddx39;Setd1b;Ints1;Npy;Pms2;Slc2a3;Grin1;Psmb5;Mbd3;Psmb4;Plk3;Psmb6;Col1a1;Plagl1;Cbx4;Trp53;Srrt;Srsf2;Supt5;Eaf1;Rbm42;Pabpn1;Stub1;Klf4;Tm7sf2;Hist1h4i;Zfp324;Zbtb16;Sst;Kmt2b;Notch2;Dna2;Nr4a2;Srebf1;Nr4a1,,R-HSA-8936584;R-HSA-112385;R-HSA-113409;R-HSA-8937097;R-HSA-113411;R-HSA-113413;R-HSA-113412;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-8878220;R-HSA-77069;R-HSA-112396;R-HSA-77068;R-HSA-77071;R-HSA-77073;R-HSA-8937113;R-HSA-77586;R-HSA-113429;R-HSA-9009309;R-HSA-9009308;R-HSA-8937118;R-HSA-113430;R-HSA-77592;R-HSA-6810238;R-HSA-8878237;R-HSA-6810235;R-HSA-6810233;R-HSA-8936599;R-HSA-8936616;R-HSA-76576;R-HSA-8878243;R-HSA-9613494;R-HSA-8936621;R-HSA-8936608;R-HSA-9613497;R-HSA-6814549;R-HSA-112435;R-HSA-112434;R-HSA-112437;R-HSA-112436;R-HSA-380979;R-HSA-8878257;R-HSA-6814559;R-HSA-8936628;R-HSA-6814555;R-HSA-8878266;R-HSA-6814554;R-HSA-6797606;R-HSA-6805285;R-HSA-109639;R-HSA-109638;R-HSA-75850;R-HSA-111437;R-HSA-9008326;R-HSA-75856;R-HSA-8865491;R-HSA-75861;R-HSA-75095;R-HSA-9622980;R-HSA-9021919;R-HSA-9022175;R-HSA-9622981;R-HSA-6797616;R-HSA-3239014;R-HSA-75862;R-HSA-75864;R-HSA-9009362;R-HSA-75866;R-HSA-75869;R-HSA-8865498;R-HSA-75873;R-HSA-9022186;R-HSA-9021935;R-HSA-376419;R-HSA-8865505;R-HSA-9008110;R-HSA-9018594;R-HSA-350058;R-HSA-75891;R-HSA-9021946;R-HSA-9021948;R-HSA-8952062;R-HSA-4396347;R-HSA-6802973;R-HSA-6795290;R-HSA-9625324;R-HSA-9623059;R-HSA-6799332;R-HSA-212356;R-HSA-163214;R-HSA-8937989;R-HSA-6803946;R-HSA-8952069;R-HSA-9625346;R-HSA-1980047;R-HSA-8939801;R-HSA-8985627;R-HSA-6802165;R-HSA-382096;R-HSA-8936989;R-HSA-8936979;R-HSA-6802170;R-HSA-111264;R-HSA-8985644;R-HSA-8936481;R-HSA-8936995;R-HSA-75949;R-HSA-9625406;R-HSA-8865320;R-HSA-8937016;R-HSA-9623072;R-HSA-8935740;R-HSA-8937022;R-HSA-6803935;R-HSA-8935730;R-HSA-8935731;R-HSA-6798044;R-HSA-6814885;R-HSA-8937037;R-HSA-975040;R-HSA-8952408;R-HSA-8937050;R-HSA-9008475;R-HSA-9625409;R-HSA-8957265;R-HSA-73946;R-HSA-6806405;R-HSA-6806408;R-HSA-72180;R-HSA-6805650;R-HSA-6797712;R-HSA-112379;R-HSA-113402;R-HSA-8938867;R-HSA-112381;R-HSA-113407;R-HSA-112383,RNA Polymerase II Transcription
R-HSA-168249,Innate Immune System,38,1328,0.093206064,1,,1,91,696,0.056548586,9606,Homo sapiens,App;Actr1b;Rpn1;Impdh1;Hsp90b1;Polr2f;Ddx3x;Vtn;Kcnk2;Trpc7;Ttr;Pdap1;Ticam1;Slc2a3;Sez6l2;Ddost;Psmb5;Psmb4;Nfkbib;Pygb;Tubb5;Psmb6;Panx1;Arg1;Tubb2b;Polr3d;Cd81;Cystm1;Nme2;Txndc5;Tmc6;C8b;Cst3;Ampd3;Limk1;Bcl2;Tubb4b;Slc27a2;Itpr1,,R-HSA-877198;R-HSA-8853252;R-HSA-9013889;R-HSA-2029460;R-HSA-981637;R-HSA-9013895;R-HSA-9628444;R-HSA-173709;R-HSA-879362;R-HSA-6799350;R-HSA-844440;R-HSA-981658;R-HSA-5362500;R-HSA-936985;R-HSA-177690;R-HSA-173723;R-HSA-173720;R-HSA-177694;R-HSA-166175;R-HSA-981648;R-HSA-177692;R-HSA-173725;R-HSA-2562564;R-HSA-2530445;R-HSA-981665;R-HSA-450358;R-HSA-2530453;R-HSA-1296421;R-HSA-2213017;R-HSA-9014320;R-HSA-419644;R-HSA-419645;R-HSA-879411;R-HSA-981680;R-HSA-9013963;R-HSA-2569057;R-HSA-844612;R-HSA-399950;R-HSA-2562541;R-HSA-937029;R-HSA-168910;R-HSA-6800426;R-HSA-168140;R-HSA-844610;R-HSA-9014343;R-HSA-9014342;R-HSA-169683;R-HSA-168915;R-HSA-169680;R-HSA-1678923;R-HSA-9013979;R-HSA-847070;R-HSA-9013978;R-HSA-977626;R-HSA-6800434;R-HSA-450259;R-HSA-9630923;R-HSA-2530429;R-HSA-2201338;R-HSA-168921;R-HSA-1964482;R-HSA-9013974;R-HSA-168930;R-HSA-9013992;R-HSA-8852580;R-HSA-168929;R-HSA-936941;R-HSA-168166;R-HSA-5607731;R-HSA-166245;R-HSA-5362486;R-HSA-9013985;R-HSA-9013986;R-HSA-879201;R-HSA-9013990;R-HSA-6798743;R-HSA-879358;R-HSA-6798739;R-HSA-936952;R-HSA-2559568;R-HSA-6798751;R-HSA-5607724;R-HSA-1678944;R-HSA-936951;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-166271;R-HSA-937075;R-HSA-936947;R-HSA-6798745,Innate Immune System
R-HSA-74160,Gene expression (Transcription),63,1822,0.127877597,1,,1,198,983,0.079866753,9606,Homo sapiens,Tnks1bp1;Tceb2;Ihh;Nelfe;Bysl;Mamld1;Cox6a1;Hdac4;Ints1;Slc2a3;Polrmt;Psmb5;Psmb4;Psmb6;Col1a1;Plagl1;Srrt;Srsf2;Supt5;Tm7sf2;Notch2;Dna2;Nr4a2;Nr4a1;Taf1c;Rpn1;Polr2f;Snrpb;Mtor;Sec13;Pomc;Ddx39;Setd1b;Npy;Pms2;Grin1;Mbd3;Plk3;Polr3d;Cbx4;Trp53;Eaf1;Rbm42;Pabpn1;Stub1;Klf4;Hist1h4i;Zfp324;Zbtb16;Sst;Kmt2b;Mybbp1a;Srebf1,,R-HSA-8936584;R-HSA-5334097;R-HSA-73729;R-HSA-8937097;R-HSA-427527;R-HSA-5334099;R-HSA-73736;R-HSA-73739;R-HSA-8878220;R-HSA-433672;R-HSA-427528;R-HSA-8937113;R-HSA-112149;R-HSA-9009309;R-HSA-9009308;R-HSA-8937118;R-HSA-112150;R-HSA-112153;R-HSA-112152;R-HSA-6810238;R-HSA-8878237;R-HSA-112155;R-HSA-73757;R-HSA-6810235;R-HSA-112156;R-HSA-6810233;R-HSA-8936599;R-HSA-73758;R-HSA-8936616;R-HSA-8878243;R-HSA-9613494;R-HSA-8936621;R-HSA-8936608;R-HSA-113705;R-HSA-5211239;R-HSA-73769;R-HSA-9613497;R-HSA-380979;R-HSA-8878257;R-HSA-8936628;R-HSA-8878266;R-HSA-109639;R-HSA-109638;R-HSA-75850;R-HSA-9008326;R-HSA-75856;R-HSA-8865491;R-HSA-75861;R-HSA-9022175;R-HSA-3239014;R-HSA-75862;R-HSA-75864;R-HSA-9009362;R-HSA-75866;R-HSA-75869;R-HSA-8865498;R-HSA-75873;R-HSA-9022186;R-HSA-376419;R-HSA-8865505;R-HSA-9018594;R-HSA-75891;R-HSA-8952062;R-HSA-6802973;R-HSA-6795290;R-HSA-203901;R-HSA-9625324;R-HSA-9623059;R-HSA-73865;R-HSA-8937989;R-HSA-1980047;R-HSA-8985627;R-HSA-6802165;R-HSA-382096;R-HSA-8936989;R-HSA-8936979;R-HSA-6802170;R-HSA-111264;R-HSA-8985644;R-HSA-8936481;R-HSA-8936995;R-HSA-75949;R-HSA-8865320;R-HSA-8937016;R-HSA-9623072;R-HSA-8937022;R-HSA-6798044;R-HSA-5334160;R-HSA-6814885;R-HSA-8937037;R-HSA-5334164;R-HSA-975040;R-HSA-8952408;R-HSA-8937050;R-HSA-5601926;R-HSA-5334151;R-HSA-5334152;R-HSA-73946;R-HSA-74986;R-HSA-74993;R-HSA-74992;R-HSA-5334179;R-HSA-74994;R-HSA-6805650;R-HSA-112379;R-HSA-113402;R-HSA-112381;R-HSA-212222;R-HSA-113407;R-HSA-112383;R-HSA-112385;R-HSA-113409;R-HSA-113411;R-HSA-113413;R-HSA-113412;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-77069;R-HSA-112396;R-HSA-77068;R-HSA-77071;R-HSA-77073;R-HSA-77586;R-HSA-113429;R-HSA-113430;R-HSA-76056;R-HSA-77592;R-HSA-76060;R-HSA-212252;R-HSA-76576;R-HSA-5250930;R-HSA-113442;R-HSA-212263;R-HSA-113446;R-HSA-113449;R-HSA-5250938;R-HSA-113451;R-HSA-212269;R-HSA-113454;R-HSA-6814549;R-HSA-112435;R-HSA-112434;R-HSA-112437;R-HSA-112436;R-HSA-6814559;R-HSA-6814555;R-HSA-6814554;R-HSA-6797606;R-HSA-6805285;R-HSA-111437;R-HSA-427336;R-HSA-427337;R-HSA-75095;R-HSA-9622980;R-HSA-9021919;R-HSA-9622981;R-HSA-6797616;R-HSA-83803;R-HSA-83805;R-HSA-427366;R-HSA-9021935;R-HSA-9008110;R-HSA-350058;R-HSA-427383;R-HSA-9021946;R-HSA-9021948;R-HSA-4396347;R-HSA-6799332;R-HSA-212356;R-HSA-427404;R-HSA-163214;R-HSA-6803946;R-HSA-8952069;R-HSA-9625346;R-HSA-8939801;R-HSA-5578742;R-HSA-9625406;R-HSA-5227490;R-HSA-5578744;R-HSA-8935740;R-HSA-112055;R-HSA-112054;R-HSA-6803935;R-HSA-8935730;R-HSA-8935731;R-HSA-9008475;R-HSA-9625409;R-HSA-5250947;R-HSA-8957265;R-HSA-163296;R-HSA-6806405;R-HSA-6806408;R-HSA-72180;R-HSA-73718;R-HSA-6797712;R-HSA-8938867;R-HSA-427514,Gene expression (Transcription)
